trajectory,time,wealth,wealth_real,liquidity,alloc_actions,alloc_obligations,alloc_cash,alloc_or,alloc_crypto,alloc_scpi,solver
0,0,200.0,200.0,60.00000000000001,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,1,188.74537898296904,185.04448919898925,56.62361369489072,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,2,223.21811445228136,214.5502830183404,66.96543433568442,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,3,214.44924252634334,202.08031085926916,64.33477275790301,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,4,242.62663084317597,224.14950313669172,72.7879892529528,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,5,225.94255284723954,204.64313136536884,45.18851056944791,0.07999999999999999,0.13999999999999999,0.06,0.28,0.019999999999999997,0.42000000000000004,DP
0,6,211.29023144959183,187.61967886273447,63.38706943487756,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
0,7,247.3634398692755,215.3447603951486,98.94537594771019,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,8,261.3514169735471,223.06091788381428,104.54056678941883,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,9,290.67459341343687,243.2234966940872,116.26983736537474,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,10,309.3806888252643,253.79992209200998,123.75227553010572,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,11,343.86563601887195,276.55842146428483,137.54625440754876,0.15999999999999998,0.27999999999999997,0.12,0.16000000000000003,0.039999999999999994,0.24,DP
0,12,377.4198436300515,297.59297103139147,0.0,0.23999999999999996,0.0,0.0,0.28,0.05999999999999999,0.42000000000000004,DP
0,13,360.7208212864072,278.84892732798266,0.0,0.6400000000000001,0.0,0.0,0.08000000000000002,0.16000000000000003,0.12,DP
0,14,378.87392252377737,287.1390833485694,0.0,0.6400000000000001,0.0,0.0,0.08000000000000002,0.16000000000000003,0.12,DP
0,15,567.1693834803528,421.4152063244091,0.0,0.8,0.0,0.0,0.0,0.2,0.0,DP
0,16,763.858137919138,556.4292628387462,0.0,0.8,0.0,0.0,0.0,0.2,0.0,DP
0,17,1066.1806044674192,761.426272536866,0.0,0.8,0.0,0.0,0.0,0.2,0.0,DP
0,18,798.1601816525106,558.83933390827,0.0,0.8,0.0,0.0,0.0,0.2,0.0,DP
0,19,428.6142332618875,294.2139937862871,0.0,0.7200000000000001,0.0,0.0,0.04000000000000001,0.18000000000000002,0.06,DP
0,20,464.6069417115146,312.6671529348555,0.0,0.7200000000000001,0.0,0.0,0.04000000000000001,0.18000000000000002,0.06,DP
0,21,381.9387849941267,251.99397382663648,0.0,0.6400000000000001,0.0,0.0,0.08000000000000002,0.16000000000000003,0.12,DP
0,22,212.56165481706313,137.4931759033965,0.0,0.4,0.0,0.0,0.2,0.1,0.3,DP
0,23,233.3473389104134,147.97859584903108,0.0,0.5599999999999999,0.0,0.0,0.12000000000000002,0.13999999999999999,0.18000000000000002,DP
0,24,125.50630210358864,78.02996488954525,50.20252084143545,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,25,131.12451096416126,79.92443731558006,52.4498043856645,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,26,128.5925543098214,76.84424663913767,0.0,0.4,0.0,0.0,0.2,0.1,0.3,DP
0,27,82.88092898127312,48.55679045765846,33.15237159250924,0.07999999999999999,0.27999999999999997,0.12,0.2,0.019999999999999997,0.3,DP
0,28,99.42543750519185,57.10744121340451,0.0,0.5599999999999999,0.0,0.0,0.12000000000000002,0.13999999999999999,0.18000000000000002,DP
0,29,82.80288111928556,46.627321393414356,0.0,0.48,0.0,0.0,0.16000000000000003,0.12,0.24,DP
0,30,102.24435044390103,56.44612944273806,0.0,,,,,,,DP
1,0,200.0,200.0,60.00000000000001,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,1,199.47701748376835,195.56570341545915,59.843105245130516,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,2,202.9439434572501,195.0633827924357,60.88318303717504,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,3,185.5260370782052,174.82532837879583,55.65781112346157,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,4,201.87201880343343,186.49854121429044,60.56160564103004,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,5,207.7070070490334,188.12663570186905,0.0,0.07999999999999999,0.0,0.0,0.36000000000000004,0.019999999999999997,0.54,DP
1,6,213.02687591126397,189.16176944573147,63.9080627733792,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
1,7,208.92999315318121,181.88613215723723,62.67899794595437,0.0799999999999999,0.21000000000000002,0.09000000000000001,0.24000000000000005,0.019999999999999976,0.36000000000000004,DP
