Solver,Time (s),Mean Wealth,Sharpe Ratio
DP,0.8763714999950025,123.93810945638488,1.04179666856484
OR-Tools,1.700012944638729e-06,174.0228094080747,0.8326708149446734
RL,24.643856299982872,120.76051487628571,0.668405310457306
