strategy,mean,vol,sharpe,maxDD
equal_weight,0.2638785414978667,0.22976015922653117,1.1484956416560308,-0.30479292544455405
cvxpy,0.26387900611985093,0.22976076395476247,1.1484946410249837,-0.3047928721117671
cpsat_cvar,0.10601918588587446,0.1840513410751564,0.576030499243046,-0.2910833252677051
