strategy,mean,vol,sharpe,maxDD
Equal-weight,0.2860009172356575,0.22032552006842795,1.2980834773331402,-0.30479293922941486
CVXPY,0.2859828462248021,0.2203276717491166,1.2979887816835187,-0.30479381567842223
CP-SAT CVaR,0.1903348375552923,0.18641242294764745,1.0210415944689823,-0.25290647554836354
