strategy,mean,vol,sharpe,maxDD
equal_weight,0.2638785339733002,0.2297601685226001,1.1484955624383784,-0.3047929334903683
cvxpy,0.26387899859535635,0.229760773250871,1.1484945618076954,-0.3047928801575879
cpsat_cvar,0.10601806403117409,0.1840513571015141,0.5760243537498041,-0.29108328308650266
