strategy,mean,vol,sharpe,maxDD
Equal-weight,0.2860009322500401,0.22032553687598,1.2980834464550897,-0.30479289829015155
CVXPY,0.2859828612567842,0.2203276885492505,1.2979887509365742,-0.3047937747230475
CP-SAT CVaR,0.2860009322500401,0.22032553687598,1.2980834464550897,-0.30479289829015155
