strategy,mean,vol,sharpe,maxDD
Equal-weight,0.2860009203526215,0.22032553377952535,1.2980834106990793,-0.30479292124808754
CVXPY,0.2859828492328959,0.2203276854140865,1.2979887148336184,-0.3047937976998588
CP-SAT CVaR,0.19031333459269342,0.18640829850006058,1.0209488318066031,-0.25290677014450713
