timestamp,open,high,low,close,volume,time
1769383500000,86586.94,86602.86,86503.09,86543.01,15.85967,2026-01-25 23:25:00
1769383560000,86543.01,86544.99,86515.0,86544.98,11.66591,2026-01-25 23:26:00
1769383620000,86544.99,86586.75,86506.84,86506.84,17.24029,2026-01-25 23:27:00
1769383680000,86506.84,86517.28,86484.44,86495.23,8.54417,2026-01-25 23:28:00
1769383740000,86495.23,86511.12,86490.82,86490.82,9.51027,2026-01-25 23:29:00
1769383800000,86490.82,86524.21,86485.57,86490.5,9.02687,2026-01-25 23:30:00
1769383860000,86490.5,86512.61,86490.49,86495.08,7.02033,2026-01-25 23:31:00
1769383920000,86495.09,86586.75,86495.08,86550.07,9.94183,2026-01-25 23:32:00
1769383980000,86550.07,86570.18,86507.13,86507.13,11.12633,2026-01-25 23:33:00
1769384040000,86507.14,86511.71,86385.21,86506.34,17.19012,2026-01-25 23:34:00
1769384100000,86506.35,86529.82,86484.44,86485.91,16.26756,2026-01-25 23:35:00
1769384160000,86485.91,86490.39,86434.86,86435.87,6.74723,2026-01-25 23:36:00
1769384220000,86435.88,86442.17,86296.3,86324.3,17.56207,2026-01-25 23:37:00
1769384280000,86324.29,86339.94,86260.96,86260.96,15.15723,2026-01-25 23:38:00
1769384340000,86260.96,86374.08,86260.0,86323.13,20.55258,2026-01-25 23:39:00
1769384400000,86323.12,86338.0,86273.52,86334.49,25.71492,2026-01-25 23:40:00
1769384460000,86334.49,86407.31,86334.49,86370.18,10.06879,2026-01-25 23:41:00
1769384520000,86370.18,86370.18,86346.93,86359.61,6.55792,2026-01-25 23:42:00
1769384580000,86359.62,86383.06,86359.61,86381.97,8.0983,2026-01-25 23:43:00
1769384640000,86381.96,86450.0,86381.96,86423.04,11.00201,2026-01-25 23:44:00
1769384700000,86423.04,86481.05,86423.03,86481.04,9.76105,2026-01-25 23:45:00
1769384760000,86481.05,86570.0,86478.92,86546.42,16.89107,2026-01-25 23:46:00
1769384820000,86546.42,86650.99,86539.58,86642.26,26.66185,2026-01-25 23:47:00
1769384880000,86642.26,86698.09,86623.62,86676.28,21.56942,2026-01-25 23:48:00
1769384940000,86676.28,86694.0,86656.86,86692.0,10.21529,2026-01-25 23:49:00
1769385000000,86692.01,86791.91,86643.45,86646.46,19.99992,2026-01-25 23:50:00
1769385060000,86646.46,86744.11,86646.46,86677.32,10.45636,2026-01-25 23:51:00
1769385120000,86677.31,86791.59,86667.65,86771.79,28.31991,2026-01-25 23:52:00
1769385180000,86771.8,86771.8,86600.37,86600.37,24.09052,2026-01-25 23:53:00
1769385240000,86600.38,86633.94,86594.3,86633.93,4.61742,2026-01-25 23:54:00
1769385300000,86633.94,86658.66,86633.93,86644.71,4.04142,2026-01-25 23:55:00
1769385360000,86644.72,86649.08,86633.3,86638.64,3.24221,2026-01-25 23:56:00
1769385420000,86638.64,86666.0,86638.63,86648.4,3.49979,2026-01-25 23:57:00
1769385480000,86648.4,86683.22,86648.4,86650.01,4.032,2026-01-25 23:58:00
1769385540000,86650.01,86670.37,86650.0,86670.36,3.83188,2026-01-25 23:59:00
1769385600000,86670.36,86676.15,86650.85,86650.86,7.74699,2026-01-26 00:00:00
1769385660000,86650.85,86747.05,86633.93,86712.45,11.22816,2026-01-26 00:01:00
1769385720000,86712.45,86780.0,86702.03,86777.78,5.3076,2026-01-26 00:02:00
1769385780000,86777.77,86809.2,86740.0,86798.16,12.53096,2026-01-26 00:03:00
1769385840000,86798.15,86798.16,86750.01,86750.01,9.32935,2026-01-26 00:04:00
1769385900000,86750.01,86871.91,86742.27,86834.25,17.00504,2026-01-26 00:05:00
1769385960000,86834.25,86953.66,86834.25,86952.92,22.74848,2026-01-26 00:06:00
1769386020000,86952.92,86971.13,86880.16,86886.65,14.65598,2026-01-26 00:07:00
1769386080000,86886.66,86992.51,86886.65,86949.7,16.65279,2026-01-26 00:08:00
1769386140000,86949.69,87079.32,86938.0,87008.75,54.29737,2026-01-26 00:09:00
1769386200000,87008.75,87014.77,86948.01,86976.42,12.1532,2026-01-26 00:10:00
1769386260000,86976.43,87036.0,86976.43,87035.99,21.09507,2026-01-26 00:11:00
1769386320000,87036.0,87039.8,86980.0,86980.01,15.23091,2026-01-26 00:12:00
1769386380000,86980.01,87021.24,86979.98,87021.24,7.90581,2026-01-26 00:13:00
1769386440000,87021.23,87051.28,87020.21,87051.28,3.60214,2026-01-26 00:14:00
1769386500000,87051.28,87063.75,86995.08,86995.09,15.09671,2026-01-26 00:15:00
1769386560000,86995.09,87167.84,86995.08,87091.85,78.4804,2026-01-26 00:16:00
1769386620000,87091.85,87091.85,86964.56,86981.13,10.35525,2026-01-26 00:17:00
1769386680000,86981.13,86998.28,86950.0,86998.27,19.7575,2026-01-26 00:18:00
1769386740000,86998.27,87050.92,86998.27,87031.24,7.64847,2026-01-26 00:19:00
1769386800000,87031.25,87108.01,87031.24,87092.27,8.74808,2026-01-26 00:20:00
1769386860000,87092.26,87095.2,87010.48,87010.49,14.57144,2026-01-26 00:21:00
1769386920000,87010.48,87054.21,87000.01,87010.83,6.14273,2026-01-26 00:22:00
1769386980000,87010.83,87010.84,86940.01,86970.75,7.59201,2026-01-26 00:23:00
1769387040000,86970.76,87012.88,86970.75,87003.61,6.21059,2026-01-26 00:24:00
1769387100000,87003.61,87003.62,86930.4,86964.01,10.02393,2026-01-26 00:25:00
1769387160000,86964.0,86964.01,86918.13,86930.32,8.76758,2026-01-26 00:26:00
1769387220000,86930.31,86930.31,86782.25,86814.01,18.83027,2026-01-26 00:27:00
1769387280000,86814.01,86874.03,86814.0,86874.02,3.8184,2026-01-26 00:28:00
1769387340000,86874.02,86882.0,86843.22,86843.23,4.69835,2026-01-26 00:29:00
1769387400000,86843.23,86866.1,86835.29,86835.31,5.56382,2026-01-26 00:30:00
1769387460000,86835.31,86835.31,86750.0,86750.01,6.54408,2026-01-26 00:31:00
1769387520000,86750.01,86750.01,86700.25,86700.26,8.25303,2026-01-26 00:32:00
1769387580000,86700.26,86731.98,86700.0,86728.03,2.05754,2026-01-26 00:33:00
1769387640000,86728.03,86734.65,86699.89,86699.9,4.33415,2026-01-26 00:34:00
1769387700000,86699.9,86740.0,86689.41,86738.39,7.25797,2026-01-26 00:35:00
1769387760000,86738.39,86749.77,86734.22,86734.22,1.7837,2026-01-26 00:36:00
1769387820000,86734.23,86749.77,86734.22,86740.36,3.60997,2026-01-26 00:37:00
1769387880000,86740.36,86780.0,86740.35,86764.63,4.83306,2026-01-26 00:38:00
1769387940000,86764.63,86764.63,86722.82,86722.83,4.80018,2026-01-26 00:39:00
1769388000000,86722.83,86763.12,86722.82,86742.75,9.11862,2026-01-26 00:40:00
1769388060000,86742.75,86761.66,86721.33,86721.34,3.63257,2026-01-26 00:41:00
1769388120000,86721.34,86721.34,86638.0,86638.01,16.60343,2026-01-26 00:42:00
1769388180000,86638.01,86651.34,86600.01,86637.14,12.88988,2026-01-26 00:43:00
1769388240000,86637.14,86683.79,86619.0,86632.44,9.68608,2026-01-26 00:44:00
1769388300000,86632.45,86637.51,86611.1,86611.1,14.79988,2026-01-26 00:45:00
1769388360000,86611.11,86611.11,86509.63,86519.3,17.93384,2026-01-26 00:46:00
1769388420000,86519.3,86662.25,86514.51,86662.24,26.27811,2026-01-26 00:47:00
1769388480000,86662.25,86689.42,86662.25,86681.35,5.83365,2026-01-26 00:48:00
1769388540000,86681.35,86742.0,86671.13,86741.99,5.47879,2026-01-26 00:49:00
1769388600000,86741.99,86868.64,86741.99,86868.64,8.16425,2026-01-26 00:50:00
1769388660000,86868.63,86905.68,86863.09,86900.31,39.81975,2026-01-26 00:51:00
1769388720000,86900.3,86979.99,86863.0,86863.01,74.38143,2026-01-26 00:52:00
1769388780000,86863.01,86884.26,86836.55,86836.56,7.81616,2026-01-26 00:53:00
1769388840000,86836.56,86836.56,86771.54,86796.38,4.76321,2026-01-26 00:54:00
1769388900000,86796.38,86840.06,86786.33,86815.38,5.17951,2026-01-26 00:55:00
1769388960000,86815.38,86850.47,86815.37,86850.46,6.77054,2026-01-26 00:56:00
1769389020000,86850.47,86850.47,86815.37,86818.29,9.30681,2026-01-26 00:57:00
1769389080000,86818.29,86829.47,86818.29,86829.46,1.34983,2026-01-26 00:58:00
1769389140000,86829.47,86861.24,86829.46,86854.86,7.09222,2026-01-26 00:59:00
1769389200000,86854.86,86916.43,86815.37,86844.86,21.70159,2026-01-26 01:00:00
1769389260000,86844.86,86910.0,86844.85,86909.99,11.61102,2026-01-26 01:01:00
1769389320000,86909.99,87024.14,86909.99,87017.45,15.41332,2026-01-26 01:02:00
1769389380000,87017.45,87057.94,86996.87,87057.93,13.26665,2026-01-26 01:03:00
1769389440000,87057.94,87201.81,87042.04,87131.56,43.58201,2026-01-26 01:04:00
1769389500000,87131.57,87209.99,87131.57,87187.12,20.8046,2026-01-26 01:05:00
1769389560000,87187.12,87209.99,87165.9,87186.03,10.84888,2026-01-26 01:06:00
1769389620000,87186.02,87355.73,87146.16,87300.75,42.94701,2026-01-26 01:07:00
1769389680000,87300.76,87309.45,87230.0,87247.47,32.76613,2026-01-26 01:08:00
1769389740000,87247.47,87325.71,87247.46,87308.07,14.40016,2026-01-26 01:09:00
1769389800000,87308.07,87365.73,87237.47,87365.72,7.11003,2026-01-26 01:10:00
1769389860000,87365.73,87406.82,87328.0,87400.7,19.56042,2026-01-26 01:11:00
1769389920000,87400.7,87430.71,87368.72,87396.92,22.40541,2026-01-26 01:12:00
1769389980000,87396.92,87450.0,87376.93,87376.93,21.30137,2026-01-26 01:13:00
1769390040000,87376.94,87376.94,87256.54,87269.3,13.3575,2026-01-26 01:14:00
1769390100000,87269.31,87395.65,87269.3,87381.02,15.03469,2026-01-26 01:15:00
1769390160000,87381.01,87388.69,87329.58,87385.2,4.75142,2026-01-26 01:16:00
1769390220000,87385.2,87456.44,87367.27,87453.6,7.37682,2026-01-26 01:17:00
1769390280000,87453.6,87453.6,87360.53,87360.54,35.38078,2026-01-26 01:18:00
1769390340000,87360.54,87431.49,87340.25,87345.99,11.03923,2026-01-26 01:19:00
1769390400000,87346.0,87448.0,87345.99,87447.99,10.57309,2026-01-26 01:20:00
1769390460000,87447.99,87666.66,87447.99,87666.65,65.67888,2026-01-26 01:21:00
1769390520000,87666.65,87775.0,87590.15,87590.16,51.13104,2026-01-26 01:22:00
1769390580000,87590.16,87658.42,87564.22,87637.6,13.24816,2026-01-26 01:23:00
1769390640000,87637.6,87637.6,87595.59,87611.51,5.55396,2026-01-26 01:24:00
1769390700000,87611.5,87650.0,87562.87,87616.29,19.67323,2026-01-26 01:25:00
1769390760000,87616.28,87616.28,87452.87,87500.29,24.79753,2026-01-26 01:26:00
1769390820000,87500.3,87585.39,87490.31,87553.49,15.79586,2026-01-26 01:27:00
1769390880000,87553.49,87622.0,87529.22,87622.0,19.07137,2026-01-26 01:28:00
1769390940000,87621.99,87650.0,87601.79,87649.99,4.01084,2026-01-26 01:29:00
1769391000000,87649.99,87659.99,87623.0,87645.25,9.94822,2026-01-26 01:30:00
1769391060000,87645.25,87696.0,87635.04,87690.01,13.09114,2026-01-26 01:31:00
1769391120000,87690.0,87725.08,87659.31,87712.77,16.93561,2026-01-26 01:32:00
1769391180000,87712.78,87721.08,87650.29,87650.29,39.80785,2026-01-26 01:33:00
1769391240000,87650.29,87655.09,87630.15,87655.08,11.22213,2026-01-26 01:34:00
1769391300000,87655.09,87729.01,87655.08,87695.86,5.49209,2026-01-26 01:35:00
1769391360000,87695.86,87695.86,87601.79,87602.95,19.20046,2026-01-26 01:36:00
1769391420000,87602.95,87664.0,87602.95,87659.5,5.8598,2026-01-26 01:37:00
1769391480000,87659.49,87659.5,87621.24,87621.24,7.09474,2026-01-26 01:38:00
1769391540000,87621.25,87650.0,87621.24,87650.0,5.26891,2026-01-26 01:39:00
1769391600000,87650.0,87662.01,87630.83,87654.49,8.36753,2026-01-26 01:40:00
1769391660000,87654.48,87753.42,87654.48,87739.2,15.94158,2026-01-26 01:41:00
1769391720000,87739.2,87739.2,87677.67,87677.68,13.1747,2026-01-26 01:42:00
1769391780000,87677.68,87700.77,87581.24,87651.09,45.62824,2026-01-26 01:43:00
1769391840000,87651.09,87686.84,87651.08,87686.83,5.86698,2026-01-26 01:44:00
1769391900000,87686.84,87759.06,87686.84,87696.01,19.53064,2026-01-26 01:45:00
1769391960000,87696.01,87759.06,87616.42,87619.89,26.17442,2026-01-26 01:46:00
1769392020000,87619.89,87629.75,87619.88,87619.89,8.32772,2026-01-26 01:47:00
1769392080000,87619.88,87668.77,87573.35,87573.36,20.44265,2026-01-26 01:48:00
1769392140000,87573.35,87573.36,87520.47,87542.19,10.26728,2026-01-26 01:49:00
1769392200000,87542.19,87576.67,87509.3,87563.38,16.43924,2026-01-26 01:50:00
1769392260000,87563.38,87580.83,87553.03,87569.6,6.08597,2026-01-26 01:51:00
1769392320000,87569.61,87612.32,87569.6,87598.08,6.13184,2026-01-26 01:52:00
1769392380000,87598.07,87809.99,87594.6,87779.78,50.7378,2026-01-26 01:53:00
1769392440000,87779.78,87779.78,87563.24,87593.15,20.48657,2026-01-26 01:54:00
1769392500000,87593.15,87697.87,87593.14,87697.86,10.244,2026-01-26 01:55:00
1769392560000,87697.87,87779.78,87693.98,87749.58,24.86137,2026-01-26 01:56:00
1769392620000,87749.58,87763.71,87635.81,87635.81,22.86266,2026-01-26 01:57:00
1769392680000,87635.81,87635.82,87611.79,87611.8,7.6285,2026-01-26 01:58:00
1769392740000,87611.8,87708.82,87600.59,87698.73,30.79506,2026-01-26 01:59:00
1769392800000,87698.74,87698.74,87623.81,87623.82,16.97299,2026-01-26 02:00:00
1769392860000,87623.81,87623.82,87480.0,87522.26,25.42111,2026-01-26 02:01:00
1769392920000,87522.27,87543.13,87492.97,87505.24,13.4215,2026-01-26 02:02:00
1769392980000,87505.23,87534.15,87461.53,87461.53,16.43059,2026-01-26 02:03:00
1769393040000,87461.53,87514.59,87435.18,87501.26,7.62388,2026-01-26 02:04:00
1769393100000,87501.26,87515.69,87477.71,87497.67,15.10514,2026-01-26 02:05:00
1769393160000,87497.67,87544.17,87489.24,87526.3,14.328,2026-01-26 02:06:00
1769393220000,87526.3,87550.0,87526.3,87537.12,13.5822,2026-01-26 02:07:00
1769393280000,87537.12,87537.13,87450.8,87475.15,10.7106,2026-01-26 02:08:00
1769393340000,87475.15,87486.97,87456.81,87456.83,8.61614,2026-01-26 02:09:00
1769393400000,87456.82,87490.0,87456.82,87477.6,6.23078,2026-01-26 02:10:00
1769393460000,87477.59,87489.15,87456.84,87478.66,7.28832,2026-01-26 02:11:00
1769393520000,87478.65,87500.0,87478.65,87489.63,4.32992,2026-01-26 02:12:00
1769393580000,87489.62,87525.52,87476.9,87525.52,22.33829,2026-01-26 02:13:00
1769393640000,87525.52,87525.52,87509.31,87509.31,7.56494,2026-01-26 02:14:00
1769393700000,87509.3,87525.71,87505.01,87525.71,5.38326,2026-01-26 02:15:00
1769393760000,87525.71,87591.01,87525.7,87591.01,6.86617,2026-01-26 02:16:00
1769393820000,87591.01,87593.77,87520.93,87567.99,12.75079,2026-01-26 02:17:00
1769393880000,87567.98,87591.5,87543.21,87543.21,9.12225,2026-01-26 02:18:00
1769393940000,87543.22,87575.73,87534.0,87568.74,7.84847,2026-01-26 02:19:00
1769394000000,87568.95,87662.85,87568.95,87662.85,14.95684,2026-01-26 02:20:00
1769394060000,87662.85,87671.56,87657.06,87668.09,17.12091,2026-01-26 02:21:00
1769394120000,87668.1,87857.14,87668.1,87806.53,65.01576,2026-01-26 02:22:00
1769394180000,87806.54,87850.53,87799.99,87816.77,18.61362,2026-01-26 02:23:00
1769394240000,87816.77,87821.2,87799.99,87816.76,20.27602,2026-01-26 02:24:00
1769394300000,87816.76,87856.52,87816.76,87851.42,16.39367,2026-01-26 02:25:00
1769394360000,87851.43,87872.88,87851.43,87872.88,14.85493,2026-01-26 02:26:00
1769394420000,87872.87,87950.0,87864.93,87934.56,36.88314,2026-01-26 02:27:00
1769394480000,87934.55,87944.54,87903.55,87903.55,21.70345,2026-01-26 02:28:00
1769394540000,87903.56,87915.63,87869.67,87915.62,13.34151,2026-01-26 02:29:00
1769394600000,87915.62,87944.56,87874.0,87944.56,16.76152,2026-01-26 02:30:00
1769394660000,87944.55,87969.13,87902.3,87969.13,23.59059,2026-01-26 02:31:00
1769394720000,87969.12,87973.11,87879.85,87879.86,16.65205,2026-01-26 02:32:00
1769394780000,87879.85,87898.59,87852.87,87852.87,18.06053,2026-01-26 02:33:00
1769394840000,87852.88,87914.46,87823.74,87914.45,31.51145,2026-01-26 02:34:00
1769394900000,87914.45,87916.91,87867.78,87916.91,15.20074,2026-01-26 02:35:00
1769394960000,87916.91,87916.91,87800.63,87800.63,19.36079,2026-01-26 02:36:00
1769395020000,87800.63,87818.05,87799.99,87801.66,15.18202,2026-01-26 02:37:00
1769395080000,87801.65,87801.66,87761.4,87772.07,19.37131,2026-01-26 02:38:00
1769395140000,87772.08,87777.91,87752.61,87756.9,12.17783,2026-01-26 02:39:00
1769395200000,87756.91,87802.25,87756.9,87760.48,13.85151,2026-01-26 02:40:00
1769395260000,87760.49,87762.4,87745.39,87749.18,13.99191,2026-01-26 02:41:00
1769395320000,87749.18,87777.51,87726.0,87777.51,15.1339,2026-01-26 02:42:00
1769395380000,87777.51,87777.51,87654.0,87654.0,40.99182,2026-01-26 02:43:00
1769395440000,87654.0,87656.72,87615.64,87625.22,19.87966,2026-01-26 02:44:00
1769395500000,87625.22,87689.73,87611.79,87665.18,18.55851,2026-01-26 02:45:00
1769395560000,87665.18,87665.18,87626.83,87648.01,15.95155,2026-01-26 02:46:00
1769395620000,87648.02,87665.29,87626.83,87639.29,12.01761,2026-01-26 02:47:00
1769395680000,87639.29,87681.94,87614.53,87632.36,14.44445,2026-01-26 02:48:00
1769395740000,87632.37,87658.25,87624.42,87658.24,11.26161,2026-01-26 02:49:00
1769395800000,87658.25,87658.25,87631.01,87631.57,13.94478,2026-01-26 02:50:00
1769395860000,87631.58,87631.58,87610.0,87610.01,14.55218,2026-01-26 02:51:00
1769395920000,87610.0,87629.06,87610.0,87620.28,13.3665,2026-01-26 02:52:00
1769395980000,87620.28,87620.29,87550.0,87554.32,21.33609,2026-01-26 02:53:00
1769396040000,87554.31,87578.27,87554.31,87578.27,11.31432,2026-01-26 02:54:00
1769396100000,87578.27,87625.59,87578.26,87596.05,11.08319,2026-01-26 02:55:00
1769396160000,87596.05,87596.05,87582.84,87582.84,11.1206,2026-01-26 02:56:00
1769396220000,87582.85,87582.85,87555.87,87578.02,12.83542,2026-01-26 02:57:00
1769396280000,87578.02,87586.83,87492.66,87558.01,35.99365,2026-01-26 02:58:00
1769396340000,87558.01,87575.54,87544.95,87563.38,35.04178,2026-01-26 02:59:00
1769396400000,87563.39,87589.85,87550.0,87550.19,12.58395,2026-01-26 03:00:00
1769396460000,87550.19,87556.26,87491.88,87556.24,20.53698,2026-01-26 03:01:00
1769396520000,87556.24,87568.64,87522.97,87522.98,13.81392,2026-01-26 03:02:00
1769396580000,87522.98,87591.93,87522.97,87554.52,12.94849,2026-01-26 03:03:00
1769396640000,87553.0,87640.93,87542.43,87640.92,13.6212,2026-01-26 03:04:00
1769396700000,87640.92,87691.41,87640.92,87656.22,12.30427,2026-01-26 03:05:00
1769396760000,87656.22,87678.06,87640.89,87665.78,19.3872,2026-01-26 03:06:00
1769396820000,87665.77,87665.78,87611.79,87611.79,13.02519,2026-01-26 03:07:00
1769396880000,87611.8,87678.55,87611.79,87653.98,16.1223,2026-01-26 03:08:00
1769396940000,87653.98,87653.99,87620.9,87620.9,17.85402,2026-01-26 03:09:00
1769397000000,87620.9,87620.91,87594.0,87607.76,11.75285,2026-01-26 03:10:00
1769397060000,87607.76,87607.77,87596.07,87596.08,11.11131,2026-01-26 03:11:00
1769397120000,87596.08,87599.85,87587.31,87587.32,12.92362,2026-01-26 03:12:00
1769397180000,87587.32,87598.82,87587.31,87598.82,12.76444,2026-01-26 03:13:00
1769397240000,87598.82,87644.59,87570.0,87572.9,24.82605,2026-01-26 03:14:00
1769397300000,87572.89,87595.62,87531.24,87546.91,27.7514,2026-01-26 03:15:00
1769397360000,87546.9,87572.86,87546.9,87563.21,12.105,2026-01-26 03:16:00
1769397420000,87563.21,87563.98,87522.0,87563.97,14.17408,2026-01-26 03:17:00
1769397480000,87563.97,87579.08,87560.42,87560.43,73.64712,2026-01-26 03:18:00
1769397540000,87560.43,87579.08,87560.42,87579.07,10.94623,2026-01-26 03:19:00
1769397600000,87579.08,87579.08,87507.1,87519.16,15.61468,2026-01-26 03:20:00
1769397660000,87519.16,87523.0,87500.13,87500.26,16.75343,2026-01-26 03:21:00
1769397720000,87500.26,87555.2,87500.26,87513.85,22.72393,2026-01-26 03:22:00
1769397780000,87513.85,87520.4,87501.45,87509.3,16.90011,2026-01-26 03:23:00
1769397840000,87509.3,87509.31,87479.22,87501.63,15.68844,2026-01-26 03:24:00
1769397900000,87501.62,87514.44,87462.28,87462.29,13.38231,2026-01-26 03:25:00
1769397960000,87462.29,87469.57,87435.18,87448.01,17.84094,2026-01-26 03:26:00
1769398020000,87448.01,87506.27,87448.0,87489.9,13.06437,2026-01-26 03:27:00
1769398080000,87489.9,87497.27,87472.24,87472.24,13.1685,2026-01-26 03:28:00
1769398140000,87472.24,87472.24,87444.58,87446.17,15.0314,2026-01-26 03:29:00
1769398200000,87446.17,87476.0,87406.81,87419.99,16.80019,2026-01-26 03:30:00
1769398260000,87420.0,87449.96,87415.82,87420.0,16.51798,2026-01-26 03:31:00
1769398320000,87420.0,87422.89,87417.67,87417.68,11.75714,2026-01-26 03:32:00
1769398380000,87417.68,87423.67,87360.47,87382.56,23.90131,2026-01-26 03:33:00
1769398440000,87382.56,87385.08,87342.34,87354.74,18.70664,2026-01-26 03:34:00
1769398500000,87354.75,87356.0,87339.0,87339.0,22.96795,2026-01-26 03:35:00
1769398560000,87339.0,87355.55,87307.82,87355.54,22.7287,2026-01-26 03:36:00
1769398620000,87355.55,87357.92,87313.41,87313.6,25.82235,2026-01-26 03:37:00
1769398680000,87313.59,87320.27,87313.59,87320.27,10.27734,2026-01-26 03:38:00
1769398740000,87320.26,87323.11,87288.88,87306.55,17.4271,2026-01-26 03:39:00
1769398800000,87306.56,87358.69,87306.55,87358.69,16.42532,2026-01-26 03:40:00
1769398860000,87358.68,87369.69,87319.46,87327.07,14.9688,2026-01-26 03:41:00
1769398920000,87327.08,87350.33,87327.08,87341.69,17.67746,2026-01-26 03:42:00
1769398980000,87341.69,87354.84,87335.01,87345.52,17.30779,2026-01-26 03:43:00
1769399040000,87345.51,87359.12,87345.51,87359.12,19.90934,2026-01-26 03:44:00
1769399100000,87359.11,87376.02,87359.11,87365.76,15.45315,2026-01-26 03:45:00
1769399160000,87365.77,87371.82,87332.99,87332.99,15.40951,2026-01-26 03:46:00
1769399220000,87333.0,87333.0,87237.47,87279.61,23.88732,2026-01-26 03:47:00
1769399280000,87279.62,87307.78,87279.61,87294.09,12.42573,2026-01-26 03:48:00
1769399340000,87294.09,87328.05,87294.08,87304.33,12.09506,2026-01-26 03:49:00
1769399400000,87304.34,87336.79,87304.33,87304.34,11.65472,2026-01-26 03:50:00
1769399460000,87304.34,87304.34,87269.43,87278.76,13.60196,2026-01-26 03:51:00
1769399520000,87278.77,87278.77,87201.84,87201.85,24.19713,2026-01-26 03:52:00
1769399580000,87201.84,87215.11,87165.42,87176.2,27.28798,2026-01-26 03:53:00
1769399640000,87176.21,87188.15,87165.42,87165.42,19.86266,2026-01-26 03:54:00
1769399700000,87165.42,87165.43,87062.76,87107.83,34.60801,2026-01-26 03:55:00
1769399760000,87107.83,87132.64,87107.82,87132.64,15.60289,2026-01-26 03:56:00
