strategy,mean,vol,sharpe,max_drawdown,final_equity,avg_turnover_L1,avg_turnover_lots,avg_selected_assets
equal_weight,0.24164071193697054,0.19493512409959363,1.2395955477654952,-0.2910283458011498,3.0838722036662305,,,
cvxpy,0.2416407119369706,0.19493512409959363,1.2395955477654954,-0.29102834580115045,3.0838722036662274,5.134781488891349e-17,,
cpsat_cvar,0.20184655026613707,0.16091771016321338,1.2543463989228467,-0.15641333170035254,2.5998530537649645,,1055.0333333333333,4.316666666666666
