strategy,mean,vol,sharpe,maxDD
equal_weight,0.26387853657533733,0.22976012995152836,1.1484957665675364,-0.304792930706528
cvxpy,0.26387899873718756,0.22976073467708238,1.1484947552420424,-0.30479287747484396
cpsat_cvar,0.26387853657533733,0.22976012995152836,1.1484957665675364,-0.304792930706528
